"Company 
(Maker-if known)","Specific Bean Origin
or Bar Name","Cocoa
Percent","Company
Location",Rating,"Broad Bean
Origin"
Muchomas (Mesocacao),Nicaragua,80%,U.S.A.,3.5,Nicaragua
Mutari,"Kokoa Kamili, batch 1 SRB",68%,U.S.A.,2.75,Tanzania
Mutari,"Oko Caribe, batch 1 SRB",71%,U.S.A.,2.75,Domincan Republic
Mutari,"Ambanja, batch 1 SRB",68%,U.S.A.,2.75,Madagascar
Mutari,"Tien Giang, batch 1 SRB",80%,U.S.A.,3.0,Vietnam
Nahua,"Costa Rica, Oscuro",58%,Costa Rica,2.5,Costa Rica
Nahua,"Costa Rica, Oscuro",70%,Costa Rica,3.0,Costa Rica
Naive,Trinidad & Tobago,70%,Lithuania,3.75,"Trinidad, Tobago"
Naive,"Maranon Canyon, Fortunato No. 4",78%,Lithuania,3.75,Peru
Naive,Grenada,71%,Lithuania,2.5,Grenada
Na�ve,Nicaragua,70%,Lithuania,3.25,Nicaragua
Na�ve,Chuao,75%,Lithuania,2.75,Venezuela
Na�ve,Barinas,70%,Lithuania,3.0,Venezuela
Nanea,Criollo Blend,85%,U.S.A.,3.5,Hawaii
Nathan Miller,Peru,72%,U.S.A.,2.25,Peru
Nathan Miller,Hispaniola,70%,U.S.A.,2.5,Dominican Republic
Nathan Miller,Madagascar,73.5%,U.S.A.,2.5,Madagascar
Nathan Miller,Ghana,70%,U.S.A.,3.5,Ghana
Neuhaus (Callebaut),Papua New Guinea,70%,Belgium,2.5,Papua New Guinea
Neuhaus (Callebaut),Manickchand Estate,67%,Belgium,3.75,Trinidad
Neuhaus (Callebaut),Dark,73%,Belgium,1.0, 
Neuhaus (Callebaut),West Africa,73%,Belgium,2.0,West Africa
Neuhaus (Callebaut),Sao Tome,75%,Belgium,2.75,Sao Tome
Neuhaus (Callebaut),Ocumare,71%,Belgium,3.0,Venezuela
Nibble,Patanemo,72%,U.S.A.,2.25,Venezuela
Nibble,Elvesia P.,72%,U.S.A.,2.75,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",72%,U.S.A.,3.0,Madagascar
Nibble,Tumbes,72%,U.S.A.,3.0,Peru
Night Owl,Peru,75%,U.S.A.,2.75,Peru
Night Owl,Ecuador,75%,U.S.A.,3.5,Ecuador
Noble Bean aka Jerjobo,Ghana,75%,U.S.A.,3.0,Ghana
Noble Bean aka Jerjobo,Moho Valley,75%,U.S.A.,3.0,Belize
Noble Bean aka Jerjobo,Maranon Canyon,75%,U.S.A.,3.25,Peru
Noir d' Ebine,Venezuela,70%,U.S.A.,3.0,Venezuela
Noir d' Ebine,Ecuador,70%,U.S.A.,3.0,Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",70%,Nicaragua,3.0,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",75%,Niacragua,2.75,Nicaragua
Nova Monda,"Punta Galera, cacao Nacional, gold label",80%,Nicaragua,3.25,Ecuador
Nuance,"Ghana, 2013",70%,U.S.A.,3.75,Ghana
Nuance,"Ecuador, 2013",70%,U.S.A.,2.75,Ecuador
Nuance,"Canoabo, 2013",70%,U.S.A.,3.0,Venezuela
Nuance,"Sambirano Valley, 2012",70%,U.S.A.,3.5,Madagascar
Nuance,La Red,70%,U.S.A.,3.75,Dominican Republic
Nugali,Fazenda Leolinda,70%,Brazil,3.5,Brazil
Oakland Chocolate Co.,Jamaica,70%,U.S.A.,2.5,Jamaica
Obolo,Pangoa,70%,Chile,3.75,Peru
Obolo,"Pangoa, w/ nibs",70%,Chile,3.75,Peru
Ocelot,Virunga,70%,Scotland,3.75,Congo
Ocelot,Piura,75%,Scotland,4.0,Peru
Ocho,Sang Yum Coop,100%,New Zealand,2.75,Samoa
Ocho,Sang Yum Coop,70%,New Zealand,3.5,Samoa
Ocho,"PNG, Devotion",66%,New Zealand,2.75,Papua New Guinea
Ocho,"PNG, Revolution",70%,New Zealand,3.0,Papua New Guinea
Ocho,"PNG, Voodoo",88%,New Zealand,3.25,Papua New Guinea
Ocho,"PNG, Nib Bar",74%,New Zealand,3.5,Papua New Guinea
Ohiyo,"San Juan Estate, Gran Couva",70%,U.S.A.,2.75,Trinidad
Ohiyo,Tanzania,70%,U.S.A.,3.0,Tanzania
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",70%,Germany,3.5,Bolivia
Olive and Sinclair,Dominican Republic prototype,72%,U.S.A.,3.0,Dominican Republic
Olive and Sinclair,Ghana prototype,72%,U.S.A.,3.0,Ghana
Olive and Sinclair,Dark 67,67%,U.S.A.,2.75,"Ghana, Domin. Rep"
Olive and Sinclair,Dark 75,75%,U.S.A.,3.0,"Ghana, Domin. Rep"
Olivia,Carribean-Raw,76%,Canada,2.0,Carribean
Olivia,Carribean,76%,Canada,2.75,Carribean
Olivia,Carribean,85%,Canada,2.75,Carribean
Olivia,Carribean-Raw,85%,Canada,3.0,Carribean
Omanhene,Ghana,80%,Ghana,2.75,Ghana
Omnom,"Kakao Kamili, Kilombero Valley",70%,Iceland,3.75,Tanzania
Omnom,Papua New Guinea,70%,Iceland,3.0,Papua New Guinea
Omnom,Madagascar,66%,Iceland,3.5,Madagascar
organicfair,Maya Mountain,74%,Canada,2.75,Belize
organicfair,La Red,72%,Canada,2.75,Dominican Republic
organicfair,Nicaraqua,72%,Canada,2.75,Nicaragua
organicfair,Caribe,72%,Canada,3.0,Dominican Republic
organicfair,Mindo,72%,Canada,3.0,Ecuador
Original Beans (Felchlin),Papua Kerafat,68%,Switzerland,2.75,Papua New Guinea
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",80%,Switzerland,3.25, 
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",66%,Switzerland,3.75,Bolivia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",70%,Switzerland,3.0,Congo
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",75%,Switzerland,3.0,Peru
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",68%,Switzerland,3.25,Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",60%,U.S.A.,3.0,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",60%,U.S.A.,3.0,Hawaii
Orquidea,Peru,65%,Peru,3.0,Peru
Orquidea,Peru,72%,Peru,3.0,Peru
Pacari,"Sierra Nevada, Tutu Iku",70%,Ecuador,4.0,Colombia
Pacari,Garaua,70%,Ecuador,3.25,Ecuador
Pacari,Cumbia,70%,Ecuador,3.5,Ecuador
Pacari,Montubia,70%,Ecuador,3.75,Ecuador
Pacari,Tangara,70%,Ecuador,4.0,Ecuador
Pacari,"Ecuador, raw",85%,Ecuador,2.75,Ecuador
Pacari,Piura,70%,Ecuador,4.0,Peru
Pacari,Nube- prototype,70%,Ecuador,3.5,Ecuador
Pacari,Esmeraldas,60%,Ecuador,2.5,Ecuador
Pacari,Manabi,65%,Ecuador,2.75,Ecuador
Pacari,Los Rios,72%,Ecuador,3.0,Ecuador
Pacari,Raw,100%,Ecuador,2.0,Ecuador
Pacari,Raw,70%,Ecuador,3.5,Ecuador
Palette de Bine,Lachua,70%,Canada,2.75,Guatemala
Palette de Bine,Maya Mtn,72%,Canada,3.0,Belize
Palette de Bine,"Silvestre, La Paz, Beni",70%,Canada,3.25,Bolivia
Palette de Bine,"San Juan Estate, Gran Couva",70%,Canada,3.25,Trinidad
Palette de Bine,Kokoa Kamili,72%,Canada,3.5,Tanzania
Palette de Bine,Lam Dong,72%,Canada,3.75,Vietnam
Palette de Bine,"Alto Beni, Palos Blancos",72%,Canada,2.75,Bolivia
Palette de Bine,Sambirano,78%,Canada,3.75,Madagascar
Palette de Bine,"Camino Verde P., Balao, Guayas",75%,Canada,2.75,Ecuador
Palette de Bine,Duo- Gran Couva & Camino Verde,75%,Canada,3.5,"Trinidad, Ecuador"
Palette de Bine,Gran Couva,70%,Canada,3.75,Trinidad
Pangea,Matasawalevu,76%,Spain,3.0,Fiji
Park 75,South America,65%,U.S.A.,3.5,South America
Parliament,Kilombero Valley,70%,U.S.A.,3.25,Tanzania
Parliament,"Lachua, Q'egchi families",70%,U.S.A.,3.5,Guatemala
Parliament,Alto Beni,70%,U.S.A.,3.0,Bolivia
Parliament,Oko Caribe,70%,U.S.A.,3.5,Dominican Republic
Pascha,Peru,55%,Peru,2.5,Peru
Pascha,Peru,70%,Peru,2.75,Peru
Patric,Signature Blend,70%,U.S.A.,3.75, 
Patric,Madagascar,75%,U.S.A.,4.0,Madagascar
Patric,Madagascar,67%,U.S.A.,3.5,Madagascar
Patric,"Rio Caribe, Paria Penninsula",70%,U.S.A.,3.5,Venezuela
Patric,Madagascar,70%,U.S.A.,4.0,Madagascar
Patric,"Piura, Choc. Garage Exclusive",67%,U.S.A.,4.0,Peru
Paul Young,"Madagascar, w/ shell",73%,U.K.,2.25,Madagascar
Paul Young,"Madagascar, w/ shell",64%,U.K.,2.75,Madagascar
Peppalo,Dominican Republic,82%,U.S.A.,3.0,Dominican Republic
Pierre Marcolini,"Haut Penja, w/ nibs",70%,Belgium,3.25,Cameroon
Pierre Marcolini,Chuao,75%,Belgium,3.0,Venezuela
Pierre Marcolini,Trinite,75%,Belgium,3.25,Trinidad
Pierre Marcolini,"Baracoa, Cuba",78%,Belgium,3.75,Cuba
Pierre Marcolini,"Peru, Las Pampas P.",85%,Belgium,3.0,Peru
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",72%,Belgium,3.0,Brazil
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",72%,Belgium,3.0,Mexico
Pierre Marcolini,Cabosse,70%,Belgium,4.0,"Venezuela, Java"
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",72%,Belgium,3.75,Ecuador
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",72%,Belgium,4.0,Madagascar
Pierre Marcolini,Fleur de Cacao,85%,Belgium,3.5,Venezuela/ Ghana
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",72%,Belgium,4.0,Mexico
Pierre Marcolini,"Kendem Lembu, Java",72%,Belgium,3.0,Indonesia
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",72%,Belgium,4.0,Venezuela
Pinellas,Wampusirpi Region,80%,U.S.A.,2.5,Honduras
Pitch Dark,Tenor,62%,U.S.A.,2.5,Nicaragua
Pitch Dark,Johe,80%,U.S.A.,2.75,Nicaragua
Pitch Dark,Chuno,80%,U.S.A.,2.75,Nicaragua
Pitch Dark,Nicalizo,80%,U.S.A.,2.75,Nicaragua
Pitch Dark,Rugoso,80%,U.S.A.,3.25,Nicaragua
Pitch Dark,Akesson Estate,73%,U.S.A.,3.25,Madagascar
Pitch Dark,Namau Village,73%,U.S.A.,2.5,Fiji
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",73%,U.S.A.,3.25,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",73%,U.S.A.,3.5,Ecuador
Pomm (aka Dead Dog),"La Red, 2011",76%,U.S.A.,2.5,Dominican Republic
Pomm (aka Dead Dog),Peru,82%,U.S.A.,2.75,Peru
Potomac,"Oko Caribe, Duarte Province, 2016 H.",70%,U.S.A.,3.75,Domincan Republic
Potomac,"Cuyagua, 2013",70%,U.S.A.,3.75,Venezuela
Potomac,Upala w/ nibs,70%,U.S.A.,3.5,Costa Rica
Potomac,"Upala, Batch 18",70%,U.S.A.,3.0,Costa Rica
Potomac,"San Martin, Amazonian Highlands",70%,U.S.A.,2.75,Peru
Potomac,Bahia,70%,U.S.A.,3.5,Brazil
Potomac,"Upala, Batch 12",82%,U.S.A.,3.75,Costa Rica
Pralus,Peru,75%,France,3.25,Peru
Pralus,"Porcelana, S. of Lake Maracaibo",75%,France,3.25,Venezuela
Pralus,Chuao,75%,France,3.5,Venezuela
Pralus,Cuyagua,75%,France,2.0,Venezuela
Pralus,Papouasie,75%,France,3.0,Papua New Guinea
Pralus,"Sambirano Valley, Le 100%",100%,France,3.0,Madagascar
Pralus,Dominican Republic-Organic,75%,France,2.0,Dominican Republic
Pralus,"Monte Alegre, Diego Badero",75%,France,3.5,Brazil
Pralus,Claudio Corallo w/ nibs,75%,France,4.0,Sao Tome
Pralus,"Monte Alegre (Itacare), Brazil",75%,France,3.0,Brazil
Pralus,Tanzania,75%,France,3.5,Tanzania
Pralus,Sao Tome & Principe,75%,France,3.5,Sao Tome & Principe
Pralus,Trinidad,75%,France,3.5,Trinidad
Pralus,"Madagascar, Nosy Be Isle.",75%,France,3.75,Madagascar
Pralus,"Java, Indonesie",75%,France,3.5,Indonesia
Pralus,"Barlovento, Venezuela",75%,France,3.5,Venezuela
Pralus,Jamaique,75%,France,4.0,Jamaica
Pralus,Equateur,75%,France,3.0,Ecuador
Pralus,Vanuatu,75%,France,3.0,Vanuatu
Pralus,Ghana,75%,France,3.25,Ghana
Pralus,Colombie,75%,France,3.5,Colombia
Pralus,Fortissima,80%,France,4.0,Ecuador
Pralus,Cuba,75%,France,3.0,Cuba
Pralus,"Caracas, Venezuela and Ghana",75%,France,3.0,"Venezuela, Ghana"
Pralus,"Djakarta, Java and Ghana",75%,France,3.5,"Indonesia, Ghana"
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",77%,U.K.,3.5,Ecuador
Pump Street Bakery,"Crayfish Bay Estate, 2014",70%,U.K.,3.5,Grenada
Pump Street Bakery,"Akesson's, batch 4411",74%,U.K.,3.5,Madagascar
Pump Street Bakery,Honduras,80%,U.K.,2.75,Honduras
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",75%,U.K.,2.75,Venezuela
Pump Street Bakery,Guantupi River,75%,U.K.,3.0,Ecuador
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",72%,U.K.,3.25,Madagascar
Pump Street Bakery,Guantupi River,85%,U.K.,2.75,Ecuador
Pura Delizia,Venezuela,73%,Italy,2.75,Venezuela
Q Chocolate,Brazil,75%,Brazil,3.25,Brazil
Q Chocolate,Brazil,85%,Brazil,3.5,Brazil
Q Chocolate,Brazil,55%,Brazil,2.75,Brazil
Q Chocolate,Brazil,80%,Brazil,3.25,Brazil
Q Chocolate,Brazil,60%,Brazil,3.0,Brazil
Q Chocolate,Brazil,65%,Brazil,3.25,Brazil
Quetzalli (Wolter),"Mexico, Lot 28022016",70%,Mexico,2.75,Mexico
Quetzalli (Wolter),"Uranga, Lot 22032016",74%,Mexico,3.0,Mexico
Raaka,Amazon Basin Blend,70%,U.S.A.,3.0,"Peru(SMartin,Pangoa,nacional)"
Raaka,Virunga,75%,U.S.A.,2.75,Congo
Raaka,Madagascar,75%,U.S.A.,3.25,Madagascar
Raaka,La Red,85%,U.S.A.,3.5,Dominican Republic
Rain Republic,Suchitepequez E.,70%,Guatemala,2.75,Guatemala
Rancho San Jacinto,Ecuador,75%,Eucador,3.0,Ecuador
Ranger,"San Martin, Batch 2",70%,U.S.A.,2.5,Peru
Ranger,"Chulucanas, Batch 1",80%,U.S.A.,3.25,Peru
Ranger,"Tumbes, Batch 2",73%,U.S.A.,3.5,Peru
Raoul Boulanger,Piura,75%,France,3.25,Peru
Raw Cocoa,Raw,70%,Poland,2.5, 
Republica del Cacao (aka Confecta),Esmeraldas,75%,Ecuador,3.25,Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",75%,Ecuador,2.5,Ecuador
Republica del Cacao (aka Confecta),Manabi,75%,Ecuador,3.0,Ecuador
Republica del Cacao (aka Confecta),El Oro,67%,Ecuador,3.5,Ecuador
Republica del Cacao (aka Confecta),Los Rios,75%,Ecuador,3.75,Ecuador
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",75%,U.S.A.,3.75,Ecuador
Ritual,"Camino Verde P., Balao, Guayas, 2014",85%,U.S.A.,3.5,Ecuador
Ritual,"Mid Mountain, 2014",70%,U.S.A.,3.5, 
Ritual,"Toledo District, Maya",75%,U.S.A.,3.75,Belize
Ritual,"Maranon, Cajamarca",75%,U.S.A.,3.0,Peru
Ritual,Sambirano,75%,U.S.A.,4.0,Madagascar
Ritual,"Camino Verde P., 2012, Balao, Guayas",75%,U.S.A.,3.25,Ecuador
Ritual,Gran Couva,75%,U.S.A.,3.5,Trinidad
Ritual,Costa Rica,75%,U.S.A.,3.5,Costa Rica
Roasting Masters,"La Dorado, light roast",70%,South Korea,3.25,Costa Rica
Roasting Masters,"Tapanti, light roast",70%,South Korea,3.25,Costa Rica
Roasting Masters,Maleku,70%,South Korea,3.25,Costa Rica
Robert (aka Chocolaterie Robert),Madagascar,75%,Madagascar,3.25,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,68%,Madagascar,3.25,Madagascar
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",66%,U.K.,3.5,Grenada
Rogue,"La Masica, Batch 1, FHIA Research Center",75%,U.S.A.,3.75,Honduras
Rogue,"Caranero, Choc. Garage Exclusive",70%,U.S.A.,3.75,Venezuela
Rogue,"Tranquilidad, Batch 1",75%,U.S.A.,3.25,Bolivia
Rogue,Porcelana,80%,U.S.A.,3.75,Venezuela
Rogue,"Akessons Estate, Sambirano, 2013",70%,U.S.A.,3.5,Madagascar
Rogue,"Hispaniola, 2013",70%,U.S.A.,3.5,Dominican Republic
Rogue,"Silvestre, Batch 7, 2013",75%,U.S.A.,4.0,Bolivia
Rogue,"Bachelor's Hall E., St. Thomas Parish",75%,U.S.A.,3.75,Jamaica
Rogue,"Camino Verde P., Balao, Guayas",75%,U.S.A.,3.75,Ecuador
Rogue,"Silvestre, Batch 1, 2011",75%,U.S.A.,3.0,Bolivia
Rogue,Piura,75%,U.S.A.,3.75,Peru
Rogue,Rio Caribe,70%,U.S.A.,3.5,Venezuela
Rogue,"Hispaniola, 2008",70%,U.S.A.,2.75,Dominican Republic
Rogue,Jamaica,70%,U.S.A.,2.75,Jamaica
Rogue,"Sambirano, 2008",70%,U.S.A.,2.75,Madagascar
Rogue,Trinidad,70%,U.S.A.,3.0,Trinidad
Rozsavolgyi,Sur del Lago,84%,Hungary,2.5,Venezuela
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",76%,Hungary,2.25,Venezuela
Rozsavolgyi,"Sambirano, Akesson Estate",72%,Hungary,2.5,Madagascar
Rozsavolgyi,Carenero Superior,73%,Hungary,3.5,Venezuela
Rozsavolgyi,Porcelana,71%,Hungary,2.5,Venezuela
Rozsavolgyi,"Aragua, Trincheras",70%,Hungary,3.5,Venezuela
Rozsavolgyi,Principe,77%,Hungary,2.75,Principe
S.A.I.D.,Malgascio,64%,Italy,3.5,Madagascar
S.A.I.D.,100 percent,100%,Italy,1.5, 
S.A.I.D.,Samana,70%,Italy,3.0,Dominican Republic
S.A.I.D.,Arawak,72%,Italy,3.5,Carribean
S.A.I.D.,Latino,72%,Italy,3.5, 
Sacred,Midnight,83%,U.S.A.,2.75,Central and S. America
Sacred,Twilight,69%,U.S.A.,3.25,Central and S. America
Salgado,Bahia Superior,70%,Argentina,3.5,Brazil
Salgado,Esmeraldas,70%,Argentina,3.5,Ecuador
Salgado,Carenero Superior,70%,Argentina,3.5,Venezuela
Salgado,Rio Arriba,70%,Argentina,3.5,Ecuador
Santander (Compania Nacional),Colombian 2008,75%,Colombia,2.75,Colombia
Santander (Compania Nacional),Colombian w/ nibs,70%,Colombia,3.0,Colombia
Santander (Compania Nacional),Colombian Semi Dark,53%,Colombia,2.0,Colombia
Santander (Compania Nacional),Colombian,65%,Colombia,3.0,Colombia
Santander (Compania Nacional),Colombian Dark,70%,Colombia,4.0,Colombia
Santome,Sao Tome,70%,France,2.75,Sao Tome
Scharffen Berger,San Juan de Cheni,78%,U.S.A.,4.0,Peru
Scharffen Berger,Markham Valley,68%,U.S.A.,3.75,Papua New Guinea
Scharffen Berger,Camahogne,68%,U.S.A.,3.5,Grenada
Scharffen Berger,Amina,65%,U.S.A.,3.75,Madagascar
Scharffen Berger,Tome Acu,68%,U.S.A.,3.75,Brazil
Scharffen Berger,Asante,65%,U.S.A.,4.0,Ghana
Scharffen Berger,Ben Tre,72%,U.S.A.,3.75,Vietnam
Scharffen Berger,Finisterra,72%,U.S.A.,3.0,"Ven., Trinidad, Mad."
Scharffen Berger,Las Islas,72%,U.S.A.,3.0,Carribean(DR/Jam/Tri)
Scharffen Berger,Nibby,62%,U.S.A.,3.0, 
Scharffen Berger,Cuyagua,75%,U.S.A.,3.75,Venezuela
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),75%,U.S.A.,3.0,Carribean
Scharffen Berger,Extra Dark,82%,U.S.A.,2.0, 
Scharffen Berger,Bittersweet,70%,U.S.A.,3.5, 
Scharffen Berger,Kumasi Sambirano,68%,U.S.A.,2.0,Ghana & Madagascar
Scharffen Berger,Jamaica a l'ancienne,70%,U.S.A.,2.0,Jamaica
Scharffen Berger,Semisweet,62%,U.S.A.,3.0, 
Seaforth,Dominican Republic,70%,U.K.,2.75,Domincan Republic
Seaforth,Grenada,70%,U.K.,2.75,Grenada
Shark Mountain,Jamaica,72%,U.S.A.,3.25,Jamaica
Shark Mountain,Papua New Guinea,73%,U.S.A.,3.5,Papua New Guinea
Shark Mountain,Cuyagua,77%,U.S.A.,2.75,Venezuela
Shark Mountain,ROIG,74%,U.S.A.,3.5,Dominican Republic
Shark Mountain,Ecuador,75%,U.S.A.,3.0,Ecuador
Shark Mountain,"Belize, 2013",72%,U.S.A.,3.25,Belize
Shark's,Hilo,73%,U.S.A.,2.0,Hawaii
Shark's,"Hilo, w/ added cocoa butter",73%,U.S.A.,2.5,Hawaii
Shattel,Tingo Maria,70%,Peru,3.25,Peru
Shattell,Porcelana,75%,Peru,3.5,Peru
Sibu,Oro,82%,Costa Rica,3.25,Costa Rica
Sibu,Oscuro,70%,Costa Rica,3.5,Costa Rica
Sibu Sura,Peru,70%,U.S.A.,2.5,Peru
Silvio Bessone,Maya Belize,67%,Italy,3.0,Belize
Silvio Bessone,"Trintade, Sao Tome",65%,Italy,3.25,Sao Tome
Silvio Bessone,"Bahia, Scavina",60%,Italy,3.25,Brazil
Silvio Bessone,"Porcelana, Colombia, Amazonas",68%,Italy,3.0,Colombia
Sirene,Wild Bolivia,73%,Canada,3.5,Bolivia
Sirene,Kokoa Kamili Coop,73%,Canada,3.5,Tanzania
Sirene,"Esmeraldas, Salazar Farm",73%,Canada,3.75,Ecuador
Sirene,"Somia Plantation, 2012",100%,Canada,3.0,Madagascar
Sirene,"Camino Verde P., Balao, Guayas, 2012",100%,Canada,3.0,Ecuador
Sirene,Lachua w/ cane sugar,73%,Canada,3.0,Guatemala
Sirene,"Lachua w/ maple sugar, batch 5",73%,Canada,3.25,Guatemala
Sirene,Pisa,73%,Canada,3.25,Haiti
Sirene,"Somia Plantation, 2012",67%,Canada,3.75,Madagascar
Sirene,"Somia Plantation, 2012",73%,Canada,3.75,Madagascar
Sirene,"Camino Verde P., Balao, Guayas",73%,Canada,3.75,Ecuador
Sjolinds,Ghana,70%,U.S.A.,2.75,Ghana
Sjolinds,Nicaragua,72%,U.S.A.,3.0,Nicaragua
"Smooth Chocolator, The","Oko Caribe, DOR005",70%,Australia,3.5,Dominican Republic
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",70%,Australia,3.75,Venezuela
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",70%,Australia,4.0,Ecuador
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",70%,Australia,3.75,Belize
"Smooth Chocolator, The",Tien Giang,70%,Australia,3.0,Vietnam
"Smooth Chocolator, The",Australia,67%,Australia,3.75,Australia
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",70%,Australia,3.25,Guatemala
"Smooth Chocolator, The",Akesson's Estate,65%,Australia,3.25,Madagascar
"Smooth Chocolator, The",Akesson's Estate,70%,Australia,3.5,Madagascar
"Smooth Chocolator, The",Kokoa Kamili,67%,Australia,3.75,Tanzania
"Smooth Chocolator, The",San Juan Estate,70%,Australia,3.75,Trinidad
"Smooth Chocolator, The",Camino Verde,72%,Australia,4.0,Ecuador
"Smooth Chocolator, The",Bolivia,72%,Australia,2.75,Bolivia
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",65%,Australia,3.5,Papua New Guinea
"Smooth Chocolator, The","Maranon, batch 2",67%,Australia,3.0,Peru
"Smooth Chocolator, The","Chuao, batch 3",70%,Australia,3.75,Venezuela
Snake & Butterfly,Ghana,67%,U.S.A.,1.5,Ghana
Snake & Butterfly,Madagascar,68%,U.S.A.,3.0,Madagascar
Snake & Butterfly,Ecuador,68%,U.S.A.,3.25,Ecuador
Sol Cacao,"Ecuador, Batch 1",70%,U.S.A.,3.5,Ecuador
Sol Cacao,Madagascar,72%,U.S.A.,3.0,Madagascar
Solkiki,"Maranon, Fortunato No. 4",68%,U.K.,2.75,Peru
Solkiki,"Castillo, Hispaniola, unroasted",85%,U.K.,2.75,Domincan Republic
Solomons Gold,Solomon Island,70%,New Zealand,3.25,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,75%,New Zealand,3.25,Solomon Islands
Solstice,Bundibugyo,70%,U.S.A.,3.0,Uganda
Solstice,Sambirano,70%,U.S.A.,3.0,Madagascar
Solstice,Amazonas,70%,U.S.A.,3.0,Venezuela
Solstice,Bolivia,70%,U.S.A.,3.25,Bolivia
Solstice,San Martin,70%,U.S.A.,3.25,Peru
Solstice,Wasatch,70%,U.S.A.,3.5, 
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",62%,Canada,3.5,Domincan Republic
Soma,"Sambirano Valley, Black Science, B-60307.0",70%,Canada,3.5,Madagascar
Soma,"Bahia Black, batch bra50722.1",70%,Canada,3.5,Brazil
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",75%,Canada,3.75,"Ven.,Ecu.,Peru,Nic."
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70%,Canada,3.75,Nicaragua
Soma,"Tien Giang, Black S., batch VIT60420.0",70%,Canada,4.0,Vietnam
Soma,"Camino Verde, Black S., batch cvu6030.0",70%,Canada,3.25,Ecuador
Soma,CSB Chama,70%,Canada,3.5,Venezuela
Soma,Porcelana,75%,Canada,4.0,Venezuela
Soma,"La Tronca, Matagalpa",70%,Canada,3.5,Nicaragua
Soma,Maranon Canyon,70%,Canada,3.75,Peru
Soma,La Dalia,70%,Canada,3.25,Nicaragua
Soma,"Camino Verde P., Balao, Guayas",80%,Canada,3.5,Ecuador
Soma,"Espiritu Santo, 'Smoke Monster'",70%,Canada,3.75,Vanuatu
Soma,Little Big Man,70%,Canada,3.25,Madagascar & Ecuador
Soma,"Rizek Cacao, Domin. Rep.",77%,Canada,3.75,Dominican Republic
Soma,Java,70%,Canada,3.25,Indonesia
Soma,"Apurimac, El Quinacho Co-op",70%,Canada,2.75,Peru
Soma,"Sangre Grande P., Trinidad",70%,Canada,3.75,Trinidad
Soma,Chef's Blend,70%,Canada,3.25, 
Soma,Patanemo,70%,Canada,3.75,Venezuela
Soma,Crazy 88,88%,Canada,4.0,"Guat., D.R., Peru, Mad., PNG"
Soma,"Maracaibo, El Vigia",70%,Canada,4.0,Venezuela
Soma,Equator,67%,Canada,4.0,"Peru, Dom. Rep"
Soma,Orinoco,70%,Canada,3.25,Venezuela
Soma,"Bachelor's Hall E., St. Thomas Parish",70%,Canada,4.0,Jamaica
Soma,Noula Coop,70%,Canada,3.25,Haiti
Soma,O'ahu,70%,Canada,3.75,Hawaii
Soma,"Dual Origins, Sambirano, Elvesia",70%,Canada,4.0,"Dom. Rep., Madagascar"
